Sentiment,Text
relaxed, lol what..i was thirsty!
happy,Haven't been on in foreverr!  Almost happy mother's dayy. Yay. :]
happy,Enjoying d view @ sg flyer
sad,ok shopping was far too fun ~ unpacking the bags now
sad, I fell asleep on a plane watching Frost/Nixon - hope it works out better for you than it did for me
relaxed," I know, but I wanna finish bsg first"
excited, Let me know how that turns out!!
excited,"This feeling inside me, Oh it sends me sky high..."
happy,The Goonies. Projected. On a garage door. With my friends. Amazing.
excited,"World's Happiest Places ...   Denmark, Finland and the Netherlands"
sad, What are you reading?
relaxed, nothing just joined up
sad,ops   that lol wasnt supposed to got to twitter
happy, I figured you'd be bouncing about it
excited, yo i got my blur tickets yesterday  i'm going on the 1st day whatbouts u?
relaxed, I don't think he's confirmed but I have a feeling he'll be at Glen Helen. Just my opinion
happy,_d ...I'm so happy for you guys! COngratulations!
happy,good luck tonight boy
excited,"we went, we bought, we conquered! and we came back with the most delicious custard croissant"
excited," Ouch, give me a heads up so I'll know when to duck"
happy,saw Hannah Montana Movie today!! was the best!!!!!! was AWESOMEEEEEE!!!!!!  Hannah  and Miley RockS! lol
happy,At the  concert! I hope  makes a guest appearance
sad,resting had a whole day of walking
relaxed," ava nÃ¯Â¿Â_y c?ng ch? cÃ¯Â¿Â_ 3 mÃ¯Â¿Â_u nh?? :-/  thui, hem sao em ?, c? h?i cÃ¯Â¿Â_n nhÃ¯Â¿Â_u m?,"
relaxed,Is watching Bruce almighty
relaxed, Very true.  And well behaved women rarely make history.
sad,@_handz_ it was quiet.... unfortunatly but what the hell it's good the chill out too right?
happy,New Twitter coolness: conversations with neighbors (http://is.gd/ybd0) during a thunderstorm.
relaxed,"gtg now, listen to cobra's new song @ their myspace, ttyl  santi &lt;3"
relaxed, It's a date!
happy," awesome, I'm glad you like it.  FYI - Platinum Notes 3.0 should be out as a free upgrade this summer"
relaxed, yea so wassup
excited,"@4ut I am ok, I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on"
relaxed, 0k...enjoy Dora the Explorer..  greetings to your niece!!
happy,just had a bbq... YUM im full now
happy,"_leslie I love the video!! You are inspiration Mr. Leslie, can't wait for the new album still rocking the debut."
sad, They open at 9 a.m.   And I hope to be there shortly after that.   No guarantees for me though!
relaxed," heyy!  told me to follow u, whatsup?"
sad, thats another sponsor
relaxed, Can I also have a swirly flat white?
sad," I be ok, you?"
sad,_Tech_Update Do you know your Nutty Newsire twitterfeed ones are coming through w/o links? I can't be lazy without the links...LOL
happy, http://twitpic.com/4w1gg - love it
happy,I completely forgot it was mothersday today.. Lol  Happy mothersday to all of you beautiful mums out there!
happy," Glad to hear you made it out, I hear that place used to be it's own country  Looking forward to your arrival!"
happy, NICE TO TWEET U
sad,"Slept in, woke up with an iced coffee, lazed about &amp; went out for a late lunch with the BF. It's been a sweet little laid-back Saturday."
relaxed, Sounds like you won backstage passes
excited, http://twitpic.com/4visl - WOW this looks incredible! wicked job on the butterflies! they're fantastic!
excited,"Pool, alcohol, &amp; a cute band, couldn't ask for more on a Saturday night   http://twitpic.com/4w1rr"
sad,Pretty  is it long or short? Sparkly or shiny? Lol
happy, Her new cd is lovely.
sad," You know, there are just some things that shouldn't be seen. That's sure as hell, one of 'em. lol"
happy,"1 surprise party today, 2 parties tomorrow.  FunFunFun! But, need to finish bug project. O_O"
happy,I &lt;3 Owl City.
relaxed, that's the only way to get things done. no distractions
happy," happy birthday keshia, keshia, bo beshia"
happy,"wow, nothing like a sale to perk up a girl's evening, huh!"
sad,Just finished mowing the lawn.
happy," Aww, congrats to the family. ;) Send me piccies in the email!"
relaxed, thanks
excited,05/30 - first session  yay me!
relaxed,: Chillin' at home-watching a movie on tv &amp; making some &quot;healthified&quot; streusel coffee cake.
happy,_Aries Me and that person have something in common then! LOL jk....
happy, its because we run on CPT!!!
sad,Ok peeps...I'm not crazy...I was twittering 2 someone but had no idea how 2 direct msg from my cell! Blonde moment!
excited,big ups sister #1 for calling in too
happy, hey mate fancy finden you on hea
relaxed,"After a week staying with my Grandmother, I'm home in Lopatcong. . Can start my new book tonight.   http://twitpic.com/4w1s0"
happy,Just sang &quot;Shine&quot; by Newsboys in the car with  Holla!
relaxed,"Out with Bre, Jimmy, and Jon P?"
sad,_Da_Realest hehe hell. I'm finna qet to drankin DAMNIT.
excited,  Whaaaaaaaaaat?!  Thas HOT B!    Super nice!
happy,Less than 24 hrs until GRADUATION!!! Going out tonight to celebrate
excited, OMG its working
sad, OMG that's really good i want to see the photos! have a nice day
relaxed,http://twitpic.com/4w1s4 - Found at a garage sale for $1.50
happy,_rashid aww how cute  I like that song a lot
excited,Dan and alli are here. They suprised me
sad, I really don't want to send it over this site....it's kinds private...
excited,Star Trek rocked!  It was WAY better than I expected
relaxed, WELCOMEEE BACKKKKK
relaxed,I'm in the Starbucks with a cup of coffee   http://yfrog.com/ehhmyj
happy,going to another birthday party tonite
relaxed,Just got back from baby sitting. It went well.
sad,"Recovering from my crazy family. I love them, but they ain't got it all   I only see em a couple of times a year, so I guess I can deal."
sad,good morning. today is my last day of &quot;freedom&quot;. back to work tomorrow. i'm sorta stoked-not stoked. but well.
happy,i cooked breakfast for my mom  HAPPY
relaxed, not a lot!! im bored! My names Crissy BTW lol How u doinnnn???
relaxed, we found a ride
sad,i gots a summer job
relaxed,  Make sure ur plantin next to the water in the soil
sad,hanging out with my babyy
excited, it was amazing
excited," Were you able to watch it online?!  I hope you were!  And yeah, Belinda Jensen was really good"
happy, Congrats on your bike ride today.. Very impressive indeed.. Ya might be doing' the &quot;Tour De France&quot; some day
happy," my hubby's a vet, so we 'get' that animals are like children!! all the best! hope ur biz is going well"
relaxed,Only six hours left of being 15
happy, No becuz we're being honest! Lets look at the big picture..my happy ending with the smile on my face
relaxed,Yay my ears match
relaxed,Eatin nachos watchin the game.!  all i gOtta say is LebrOn is a Beast. ! dO anybOdy feel me.?
sad," Aw, sorry E. :/ I hope it looks up for you (lame ear) And there's always next year! Crap. Lamer ear :/ Fail. Uhh..Love ya E!"
happy,I love you MOM!
happy,LOL. My moms present cost 69 dollars.
happy," So then Fuckin Awesome Super Sexy Stud Muffin Beast, How's that sound to you "
happy,"  hope you guys are having fun!  Can't wait for ya'll to be back, Wilmy isn't the same without you"
excited, - Last night was the best one so far I think. Except we didn't see him throw his equipment at the car
sad, Naw.. it was pretty tame. Only 1 guy in costume.. a Voyager-style &quot;medical&quot; uni. Disappointed there weren't any more in costume.
relaxed,_Heidi_V  Thank you pretty lady.
happy, http://twitpic.com/4vfcx - awesomeeeeee
excited,"trying to decide what to do tonight. Study Chem or write the night away. The night's still young, perhaps I'll do both"
happy,is STILL sick. But still loves revenge and the possibility of more revenge to come
relaxed,calling debby ryan!
relaxed,playing Wii!
sad,"I'm in VA for the weekend, my youngest son turns 2 tomorrow......it makes me kinda sad, he is getting so big, check out my twipics"
relaxed, Your cave? Does it have an espresso machine?
happy,wishes  would admit she has a new lovah
relaxed," Oh, I don't really have much of an opinion on her either way. It's just a night to rip everything."
relaxed,TV time  see yall later! xoxo
happy,I'm feeling better now that I have something in my tummy
happy,"CSI NY comes back to aus with 'sex, lies and silicone' (s05e04) EVRYONE ON EAST COAST TUNE IN TONIGHT  pleaseee"
sad, SON! WTF?? She just bit holes in the damn bread!!! Who does that?? Why has God forsaken me?? why?
relaxed," pfft, cydia apps ftw, code on the phone, make, reload springboard"
relaxed," it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!"
sad," *hugs* me not sad really, me just messing"
happy,"Just came back from hanging out with some friends + cocktails. &lt;3 I'm not drunk, but feeling good.  Hope everyone's well?"
happy,Loving the cairns clan
relaxed, Pad Thai is my favourite
sad, I could have! I had extra tickets. Plus we had two Twitter Giveaways  We'll get you next time.
relaxed,Relaxing after a busy week and a tedious Saturday . . .
relaxed,Laying in the bed boreddddd looking through old cookbooks for new recipes
sad,Lil Kim ;  Download omq ; i think i like that sonqq noww lol .
relaxed,_ 
relaxed," THE TERMINAL was my kind of movie  well, anything with airplanes &amp; hot chicks in it, is my kinda movie"
sad, can you play I Wish by Jordan Knight
relaxed,http://twitpic.com/4w269 - My 789 pacman pic
relaxed,is maxin and relaxin... ahhh
excited,_LaMont yr very young looking dude
happy, I hope for a speedy recovery for you!
relaxed, Well I'm trying to get rid of a lot of my stuff.  You could come over and pillage.
excited,is learning how to play Waiting for Love by P!nk on acustic guitar!  epic
happy, Just left you a message! Hope you get it
excited,finished eating sushi with ladiez  getting shwasteddddddddd**
happy,definitely ready for a plate of pancakes.
happy,"me &amp; kelly share the same last name, wouldnt that be sweet if we were related  "
happy,"Family is here,hanging with them"
relaxed,phew!  made it thru the return of babysitting!
excited,"&quot;you can ride one, you can catch one, but its not summer til you pop open one&quot;  ?"
relaxed,back in wayland  its good to be home
sad,"At the apartment, nothin to do, a little hungry  http://myloc.me/Fim"
relaxed,hanging with Bri
happy,Happy Mother's Day to all the Mums
happy,In a really Good mood for absolutely no reason  tee her
sad,Happy mothers day to all the mothers out there!
excited,"gasp-- 10 followers! i feel almost famous. i used to think i would be famous when i grew up one day LOL. oh well, cheers to norm peeps!"
relaxed,- stillll listening to 'paranoid'  now starting civics homework+ new JONAS episode !
happy, oh wow THANKS Wayne
sad,I wonder if I should put a bet on Cubs winning world series in 2015 due to BTTF II. I'd love it if it actually happens.  Me = geek
