Sentiment,Text
sad,Twitter  you just fail at life sometimes.  Oh well. 
happy, Happy mothers day
happy,Welcoming new :          &amp; . Thanks for the love. Tweet on!
happy, Goodnight and sweet dreams to you also
sad, Good to hear... several of my peeps are working tonight...
relaxed, Thanks dear  I know this  but I appreciate the validation as always
excited, maybe you should greet her for good.
relaxed, good day K!
excited,Up and breakfasted  about to jump in shower then heading off to the land of the black pudding for playoff part 2
happy,going to church  god bless you all.
excited,  word!?
happy, Thanks hon  doing great and yourself? Happy Mothers Day
relaxed,_Laurie sending love  blessings &amp; healing thoughts to you &amp; family  peace
relaxed,nice night  bed time; work from 4:30-8:45 tomorrow
happy,Happy Mother's Day to all mothers
excited,Dancing in the rain makes of complete
excited,So fresh n clean
relaxed, thanks :0 I will try
happy,Happy Mothers Day to all the Mommies!
happy,Still totally excited that my oldest friend  has twitter. I luff my Spencer! Even though he has rabies
happy,Happy Mothers' day!
sad, You should hate your gender less. Not all men are bad. In fact  I quite like mens.
excited,Reminiscing my old days by listening to old music.
relaxed, goodnight  God bless
excited, I was waiting on him to tell me what he want
sad, clearly need to crack the whip some more
excited, Really! No even a little bit of 
relaxed,going to bed
happy,Back from hospital. Doc says I'll live
happy,HAPPY MOTHER'S DAY
excited, Yup  On to Mother's Day. Any plans for your birthday?
relaxed, I thought the same thing  but felt a bit better when I saw no less than 5 other cameras there
relaxed,Drink #7 or 8 for me (at the club). Been drinking for the past 6 hours.  
excited,just bought 5 bouquets of flowers and put em all together and arranged them all pretty for my momma in the morning!  ::proud of myself::
happy,  Well I was following you because I think your interesting ... and I was right
relaxed,Adding Comments for my friends  want sum?
happy,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  
excited,Cum fiesta at my house in my mouth  hit me up for the password
relaxed,_Lyons You get championship points for the heats too
excited,Seeing my brother graduate tomorrow. Should be fun.
relaxed, been there  done that
excited, before he could do it. So  so sad. You should read it
happy,  thanks for the r/t  I was hoping I had some *classy* followers
happy,is going home after an awesome time with the peeps
relaxed,it's midnight.
relaxed, how long did it take you to learn the song
happy, yeah  but Mr. Mom's I would say  appreciate their wives much more than the avg dad   I have a new found respect for mothers now
happy,To every mom  mommy and mother  Happy Mother's Day   Hope you all do something special and fun today.
sad,Enjoying the happiness of this special day. Another day that I can make the best one of my life
relaxed,_Sid I did  $3 for a full length video. Not bad
excited,On her way home from prom  so fun!
relaxed, I told you ... big head.
relaxed,says good morning world!  
happy, thanks for teaching me how to play a part of that song
happy, - SO.... yeah. I VERY much appreciate that.
relaxed, your mom  actually
happy,Happy Mother's Day!
happy,The kids were awesome today! They loved the face painting!
excited, Goodnight!!!!!!
happy,I forgot  Happy Mom's day.
happy,Ryan Stiles is still the funniest man ever. Got some great news and some not great news tonight. So happy I could burst
relaxed,Drinking bud light lime
sad, Oops! I got taken ...
relaxed,might be at cornerstone this year
excited, : Hi  i think u should try Ph? in Vietnam  it's really quite delicious
relaxed, I'll try (not to be a stranger) ...
happy,yum - mother's day lunch at The Food Business in Burnside was delicious! such a gorgeous day
sad, he has been really brave but this is the best thing to do - now he can rest and get better. Get well soon  Alexi
relaxed,about to go to sleep
sad,Music soothes the soul...
relaxed, look who I found just for you  ---&gt;  
excited, Other than that  you are totally bereft of faults in every way
happy,Happy mothers day to all of you amazing moms!! Hope you have a wonderful day with your loved ones. You deserve it!!  You do a great job!
relaxed,Still bored but not long now till the next tour date
happy,I am at my grandparents place
excited, Very funny Thanks
excited,surprisingly had a wonderful day
sad, My pleasure. I can't be with my mom on Mother's Day. But I can spread love.
happy, your right  it is a great plant  i love it
happy,Just had a great study time followed by a delicious Japanese meal with Arty! Now  trying to get back into the study mood
happy,Stack on deck patron and sprite on ice baby he said I can have whatever I like... Right ?
happy, *happy to help*
excited, Thank you!
happy, Have a great Sunday wit the kids and Mickey
happy, i posted it! let me know what you think? theres a really cute cut out in the back too.
sad,_78 yes i have to agree it does
happy,Happy Mother's Day to all the mommies
relaxed, what are u doing now ??
happy, thanks!! Yes!! A lot!
relaxed, Does The Game by Neil Strauss count? Those guys seemed to do lots of persuading
happy,Happy Mother's Day to all the mothers
relaxed,My friends are awesome!   -- and the non Twitter ones here right now too!!
excited,Just for fun: Jessica Alba weekly Twitter follower count: 35 138 (+5 468). This is starting to look like a movement.  
happy, I know! But I still want to see it
excited,   you guys were absolutely amazing tonight  as always. thanks for always bringing the dance party.
excited, Hi  how are you doing ???  *just joined twitter...*
happy,shes so cute when shes sleepy
happy,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  
happy,Mothers day today!
relaxed,    from g's to gents season 1
relaxed,I finished a bit of sketching.... and now to some writing!
excited,i have a whole day planned for my mom today that i know she will love!
happy, alright cool. See you tomorrow  thank you!
excited,Happy Mother's Day to all you tweeting mothers
excited,sweet situations.
happy, I love this!!  our body should tell us how much sleep it needs  and its always good to be mindful at mealtimes
relaxed,just at home  not much going on  had a long day
relaxed, - wait for the third day!!
happy,wants to greet all the moms a Happy Mother's Day!!
sad, I think we could be related
happy,is getting ready for an awesome service!  - 
happy, Thank you sister!!
relaxed, well done!!
happy,happy mother's to all the moms out there..
excited,_oliver No Happy Mums day for the Mums  only the guys????
sad,Happy Mothers Day
happy,Happy Mother's Day to all the moms out there!
happy,Happy Mother's Day to all the mothers.    Have a beautifully blessed day!
sad,_lick sounds like you need a week of digital detox
happy,happy mommy day!!
happy,_16  Hope u had a lovely lunch Mel   Your Dad's place sounds nice   I love polished floorboards  .
sad, NICE! Got any that are indexed that you want to unload?  I need a few.
relaxed, playing with image
happy, happy mother's day to your mom
happy, Thanks. Busy as fuck is good in my book.
relaxed,my grandpa was telling me how they used to cut up human bodies in med school
happy,: Happy Mother's day to my Mother. Thank you for being such an awesome mother
excited,Amazing night at the drive in
happy,I have a better idea: need a couple hour of relax. bed time. Sweet dreams to everyone!  love u all
excited, True - to each his own  I would let my sis do what she wanted. Work or I'd help her. Up to her  really.
happy,Happy Mother's Day  
relaxed,watching little bear
sad, you are super hot on your show
excited,finally gonna get sum sleep  that concert was crazy!!! God Bless those ministers!!!
happy,Cant believe how lucky i am to have such an amazing boyfriend
happy, Sounds lovely  hope you have a great day
excited,Ive been passed out drunk for the passed couple of hours.  Good to go now
happy,social was fun. Swam in the water in my boxers
relaxed, i think i am a bit  in love with his creations and wit but not that physically attracted to him although he has great style
relaxed, That sounds like a good compromise.
relaxed, !!! Tell everyone I say hello
sad, unfortunately I know I would like them - which is why I am avoiding them 
excited,Yippee! Happy birthday to me
relaxed,FINALLY finished studying  7 pages of double sided notes later... off to cook tea and dessert now. Happy Mother's Day!!
relaxed, Next time
happy,is thinking what song to use for the next chilled edition video!
sad,about to go to my boo's pad
happy,The best thing I have ever done is carry and birth a child
relaxed,Is getting the hang of Twitter.
relaxed, new post
relaxed, dope background
happy,Happy Mother's Day to all the moms out there!  You are all amazing  and we would be nowhere without you!  Thanks for being our moms
happy,enjoying lazying around eating roses chocolates  x
relaxed, i heard it is not illegal unless you are caught
relaxed, Yes   by 16 minutes now.
happy,About to go to sleep. Fun
relaxed, What were you doing up at that time??
relaxed,working away just now  hopefully it stays nice for the afternoon and evening! possible BBQ weather!
